가중치가 적용된 열전도도 표준편차,가중치가 적용된 제1이온화 에너지 표준편차,전자 친화도 엔트로피,가중치가 적용된 원자량의 범위,가중치가 적용된 열전도도 범위,평균 전자 친화도,가중치가 적용된 밀도 범위,가중치가 적용된 기하평균 제1이온화 에너지,기하평균 원자 반지름,기하평균 원자량,평균 열전도도,밀도 표준편차,가중치가 적용된 평균 전자 친화도,가중치가 적용된 기하평균 전자 친화도,가중치가 적용된 원자 반지름 범위,EC
medium,,very high,-56.15600528,,64.23,1613.68708,,,,80.50443,-2677.34278,111.929012,,,Complex
medium,,high,,,,1368.437867,945.7032231,,-159.669557,,,,318.8890125,25.64664797,Complex
very low,medium,high,,,,1943.84711,850.9525504,,-94.37680248,40.34238,3534.986614,,199.537043,48.275,Complex
high,high,very high,8.456114992,,,2223.822543,,174.1918911,58.81224457,142.8065416,,,93.25836151,39.79887839,Complex
,,low,,239.1982605,197.3948096,5253.484867,1970.674778,359.351825,,,-3055.662369,130.0170632,72.64671414,135.0073289,Simple
high,high,medium,21.14922988,-77.08056301,52.38666667,,1963.395867,315.2243323,296.0646771,,18152.87481,108.2288525,402.9281638,38.66802807,Complex
medium,,,,24.26573863,68.93610628,,,113.719923,43.87332327,-100.4020268,1067.338975,71.91681941,61.91887142,75.48082066,Simple
,very high,very high,138.347087,96.3270226,78.26061063,2639.464818,954.5319774,152.0721984,-229.7518164,109.8036936,2322.20658,225.4865167,413.1578976,,Complex
very low,low,medium,28.1701182,436.7576504,,3110.224,,181.8398486,68.84561542,61.75,2605.185634,,,,Intermediate
,very high,very high,30.20522818,-177.2178667,364.0293621,2170.804564,944.107057,130.1098397,63.54811783,110.2197844,12395.61655,,,58.93604185,Complex
very low,very low,very low,201.5109409,3.099129608,68.64855065,3024.094813,1103.667194,139.0174189,42.11007301,46.66196063,,,,,Simple
low,low,medium,36.60735563,24.01183289,65.16891562,5107.564814,1285.832074,272.9897542,56.40552254,,,,411.810532,72.76502051,Intermediate
,very high,medium,267.9248751,69.15131,,25148.39988,,139.3698906,3.22651935,134.0703549,,90.91789291,88.46879433,25.16175434,Intermediate
medium,,high,,49.12532937,77.06642124,1757.588355,946.7977922,,62.04606421,,,304.2097875,92.03474904,,Intermediate
very high,very high,high,22.70517958,,220.6032476,2780.957628,930.303641,262.7350849,56.5053148,298.0012193,,101.114922,90.54390179,290.4117158,Intermediate
,very low,low,49.46780731,-382.3770403,,13972.60463,670.5070134,256.9648212,66.88916047,66.88847601,2267.674914,58.8218352,94.76938369,-97.43168677,Simple
,,,,30.28799417,32.29596833,,1613.691936,292.1553549,,91.32919185,4233.486787,14.14463307,,47.6982225,Simple
,,,9.989837987,,,6229.20718,,144.7066265,-57.75656273,58.43487305,,403.3192839,152.4241765,,Simple
,low,,27.0476337,-240.2882697,,2952.716,,,,,,-97.59950277,,51.816,Intermediate
,high,,-208.4376453,91.949774,361.679825,26111.45055,937.6480305,346.3126819,61.99680256,111.1282713,3347.857986,106.1476485,87.10736779,37.59233441,Intermediate
low,,medium,-75.09128107,,353.8068089,803.3206838,1562.427477,325.2885917,58.43801018,62.76745046,3951.731819,52.70688924,44.74283144,30.78724856,Intermediate
,,low,5.289150391,,142.8307306,1283.639887,1977.130244,,,69.59272898,,213.1531921,199.4158809,54.53088275,Complex
low,very low,medium,217.0618529,3.517845972,69.29692511,4926.855536,,,,,11682.5063,291.9015811,92.86866672,,Simple
,low,low,,50.675,,4818.75,1584.642833,182.6960825,152.8339732,148.3333333,5633.725825,120.4625,110.138585,229.4148785,Simple
high,high,,12.71508805,74.11959582,,1659.857324,933.3853567,,183.1106565,-109.0036687,4879.943621,97.7627354,52.28543003,28.18232466,Complex
,very high,,36.85572335,56.31874767,,1737.889754,936.1701968,,,103.005316,,113.5358103,104.2453983,,Intermediate
very low,very low,very low,58.61372634,,56.84009764,8916.125419,661.0486275,185.8157851,,106.8871995,1146.613638,91.30341566,,,Simple
,,,-228.6350016,261.7327186,68.30917466,2033.069483,950.4325246,,58.05265089,132.4132591,,107.0427253,,210.4603797,Complex
very low,very low,low,,246.4507795,49.6,-8183.248447,1794.976272,332.2861439,60.96087036,35.66666667,1670.967052,34.525,,,Simple
,high,,,75.58152083,,11836.90385,931.2758841,142.8150145,-56.96575237,126.002496,4212.984457,106.1360255,420.3592862,257.2829638,Complex
high,low,high,,,67.01666667,-19462.2528,700.4047897,,73.25986015,113.00443,4438.544854,,30.64294535,,Complex
very low,very low,,136.0064481,365.1441973,,,,188.1488772,187.8830387,,,84.79,56.62177935,86.9,Simple
very high,low,very low,,,88.3,,628.7078415,179.3739111,,221.5,,88.3,79.31866111,,Simple
high,,high,213.2309762,,57.28,-5375.205214,948.6715176,,47.68603542,,,104.7318896,74.9699305,24.53846154,Complex
,medium,,17.61964748,-397.9182329,140.2272669,,,118.6184102,48.65322102,13.73172867,-2609.303869,-242.5203572,,,Complex
very high,low,,5.948866702,118.6064262,259.3715425,-16599.01655,974.8080937,136.2799743,,107.4581272,4090.984179,-60.24924111,76.59331035,56.62713479,Complex
,,medium,33.06640616,78.07798558,401.2711061,,,105.3954577,,-156.5896726,,90.26770099,52.29084014,18.52599192,Complex
very high,high,very high,10.37687084,,,2343.48527,942.9186525,159.2952577,,96.57849483,2926.183568,105.3156152,215.2893591,,Complex
medium,,low,153.3842618,53.37542482,153.6879464,4218.422471,1816.280286,107.098595,14.0010683,144.3067999,20507.77594,145.7700426,,,Simple
medium,very high,very high,,75.9390847,79.97669279,,935.4764178,285.4390817,,,3484.352375,,,52.5069643,Intermediate
high,,high,,-144.9118159,,,,134.6981512,57.83874531,65.00462597,7125.216759,54.55019209,41.95161421,,Intermediate
very low,very high,very low,,,114.119619,2207.319293,1775.848096,134.564377,,-114.4773376,3216.209441,,93.63051735,-0.435291901,Simple
low,,,,-340.6530439,,,706.9115592,196.5721613,118.1705792,68.06944967,-11772.6438,73.79277781,329.4797857,,Simple
medium,very low,very low,,526.7730772,73.52290219,,852.5607757,189.516771,,17.91841474,-10397.02363,109.8421159,91.22877716,66.47387074,Simple
,medium,very high,272.972723,49.98671,,1221.7855,949.9860511,,,94.35365429,3386.98551,117.9578236,78.2427761,,Complex
very low,very low,very low,64.32799499,,60.44718714,,658.444261,176.5699066,,,542.2935124,-227.7144069,59.50939023,,Simple
medium,high,very high,-1.821168496,58.44233412,62.15674051,2165.657255,1406.035102,144.5093625,,107.6761884,3647.847049,229.9287582,90.70279719,40.27953027,Intermediate
medium,low,,,,83.34090281,4715.98349,765.7580537,128.2043825,38.10576128,62.01107919,1942.688061,305.8320125,62.61999107,,Simple
low,,low,194.1552518,72.57116992,,1487.070606,,,7.383797654,97.2624035,18598.08815,,,,Simple
low,very high,very low,30.35323234,,109.5119067,,,,,-299.7818394,,90.11361713,32.94752404,33.9698931,Intermediate
low,very high,high,31.55701282,-281.1852839,57.01335413,4793.342503,949.4161972,100.7656838,20.02020352,105.938093,4347.647932,53.90215007,44.02828764,-274.448997,Intermediate
high,high,,-197.7204167,51.58636408,77.75130818,1732.73939,,375.9312129,57.73773841,129.4511631,,,74.4553256,,Complex
very high,high,low,,,77.2375,2239.234464,941.1478696,,59.35667247,108.756645,,110.7428571,,21.10714286,Intermediate
,,,,63.5,56.35,19818.80609,643.3167183,,,-244.1123726,-13102.91286,56.35,223.9004587,17.5,Simple
high,very high,,38.48701143,10.42045467,,-12504.94426,1439.705423,,55.43711436,127.2816957,,86.42201815,58.90369703,46.56542603,Intermediate
very low,medium,very high,-127.2140705,17.76902523,71.4,1771.29275,2013.462902,357.5042097,-64.26456602,-172.129447,3204.468335,,240.7799184,59.16450388,Complex
,very high,,26.93679629,51.185824,,18088.33247,912.9742669,235.2663895,66.89134766,111.5752257,4046.670797,97.04523333,64.07429544,32.92266667,Complex
,,low,,,,3041.906024,777.0785804,140.6476793,,295.4749671,504.4028372,,,,Simple
very high,medium,very high,253.5792071,-110.5979021,60.41820215,-5363.431097,708.159977,161.3473869,,435.8125648,,,384.69533,,Complex
,very high,,,,57.70938465,,950.3445704,223.543306,374.110601,355.8039361,4629.95234,-14.39800307,62.08684397,-206.4727302,Complex
very low,very low,very low,7.003518988,2.629515215,238.3474409,2543.737734,,369.5542443,-130.8053006,55.99489466,-454.1664115,269.6839009,,223.841425,Simple
low,very low,low,5.5688069,,168.7273248,2600.969383,928.8182536,100.6856165,32.22713152,95.4851283,564.0462458,137.3597176,,,Simple
high,very high,high,12.01924308,136.7541589,,1900.67146,945.3098704,157.5279511,,-283.4334322,4263.637332,,41.68178218,-69.48798746,Complex
,high,,,421.3814514,,,963.2701658,,,101.205316,,,77.37434577,184.0913073,Intermediate
medium,very high,,,326.2413747,67.75274904,2144.261403,951.5851448,107.6446649,46.70099229,,7540.492129,,,,Complex
high,,medium,13.93921985,92.13416245,55.45333333,19084.78296,,148.5018952,66.61371807,,,110.969013,,30.9171108,Complex
very low,low,medium,,-91.78745418,360.7445347,2814.12,1796.807232,268.9448235,-57.56518663,,12813.07998,-37.98857598,,56.24,Intermediate
very low,very low,low,68.77191,,105.6333333,,,,,,11664.89094,93.04625,92.59547851,146.9375,Simple
medium,very low,low,47.18701479,39.99595561,295.7923886,5422.685649,660.7896625,195.633083,-200.8007168,74.04503583,-12927.08677,-165.1570647,55.38088455,141.3553417,Simple
,,low,-169.4731041,57.12766857,207.2824324,15753.88181,1996.739746,131.3021966,289.2912316,-303.7334824,11860.97041,112.1475286,,,Intermediate
high,very high,very high,,,65.10243036,2957.305895,940.4485121,144.0576432,59.65580042,,4868.063171,106.5679146,202.6254413,,Complex
medium,low,very high,,,71.37315222,-17847.48539,1944.997067,305.1122811,-98.24150933,-135.7015143,,57.88470573,,184.1322172,Intermediate
very high,high,low,14.38792796,,,2081.34203,935.3600039,,-148.5160838,441.283357,3194.938946,,,22.77304415,Intermediate
,very high,,,53.77402703,68.32166667,1569.716762,1556.689883,258.9105683,,400.8183554,,,97.86680352,49.69864865,Complex
very high,high,medium,17.90948667,106.6524907,296.7457642,2388.5712,943.8616372,148.5844874,-50.81411023,,3052.920006,,89.54548767,,Intermediate
,,,0,-266.5059736,310.3813038,0,867.2,266.5219475,112.411,96,0,1.5,1.5,0,Simple
,medium,very high,,-116.0917229,75.8195938,1979.189432,1993.067128,104.2682141,31.36654174,,,,,-107.2369197,Intermediate
high,very high,,,58.80566553,62.5781413,,,,-176.1314668,127.8528978,3637.765407,-209.2451299,103.2036105,326.2088912,Intermediate
high,very high,medium,33.71271245,60.45210083,72.03085736,1221.02039,938.74009,138.4349267,57.99029148,,-1822.920609,,,,Intermediate
low,low,,,49.0351492,224.2927358,3196.310199,865.3732592,,88.80343604,34.4928744,-12513.31235,-75.94894102,68.95008955,,Complex
medium,low,,-0.620727549,,,-17147.57542,,116.0216719,14.39362945,-175.5341135,2523.386864,,137.1711565,,Simple
very high,very high,very low,,389.2655312,64.95669788,22742.52877,1132.501502,146.253253,171.6555222,,,357.2880422,320.309796,23.86621542,Simple
,very low,,63.0037368,5.906964427,72.85255432,,,232.4518423,42.44461988,,2282.739029,44.89348507,94.28609222,142.4034396,Simple
high,very high,medium,-219.0719957,-272.0141521,83.44953008,2008.565133,,143.0752392,57.04352093,,10036.41541,108.1255641,111.859715,38.5149909,Intermediate
very low,very low,very low,116.0411327,12.43983534,73.88700131,-6672.912574,648.2965218,,,,-49.89213424,50.06413759,63.40568263,140.9944199,Simple
,,,,446.7389944,65.23183305,1789.332757,944.8625457,,54.47955888,137.1738675,,,301.72362,53.95254008,Intermediate
very low,low,very low,6.331922222,221.3820598,388.4115542,,976.5809325,127.5970219,21.67020885,120,702,,136.972788,,Simple
,high,medium,,-311.8863234,,1286.410102,949.3863009,133.4253112,-75.13951157,,,,69.19737424,16.05685707,Intermediate
,,,20.5909,293.7644665,,1997.999769,933.219246,,68.7041409,226.7566643,10941.69982,,89.01830608,,Intermediate
very low,very low,,-201.9862567,320.7408752,61.2,5265.25,732.8327041,361.5240408,,,3690.881226,59.7,50.48830381,,Simple
medium,,very low,22.5420138,83,,3334,749.8556273,,78.55237306,168.3333333,,,81.57211078,,Simple
,,very high,-99.05872866,,62.93520971,,1331.127624,123.760129,57.69786807,,4105.783228,197.2514564,,,Intermediate
,very low,very low,183.5436291,,405.9774595,19841.63591,,201.9603922,,38.5,,59.7,56.02547042,,Simple
very high,,,48.24525,-120.825245,265.3458789,2444.64275,783.8446355,121.5058948,65.68635754,110.756645,,,,,Intermediate
very low,,very low,,,241.0314036,-8620.929287,1702.078485,190.4100838,66.08039958,22.5,,20.26666667,187.3779861,,Simple
,very low,low,13.00149646,,81.30891403,1457.743347,771.8917383,116.0815604,8.798637787,,4775.043038,137.7702188,122.6200325,0.267448141,Simple
,,very high,-182.0211417,137.5105488,317.2899614,2896.600167,720.5977123,320.4469762,75.79481326,112.5577531,,67.81938738,36.8116194,,Complex
,,very low,,-0.895136619,198.9307454,,1928.908672,,93.60426532,29.38026948,,135.2005049,141.2283715,,Simple
medium,very low,medium,48.51202799,37.24194687,56.91809043,6280.235539,710.0096725,162.4434863,74.16835787,73.52878501,2083.985975,251.982684,63.87574133,-199.8909253,Simple
high,,,,30.18087689,,1886.985054,947.3630636,,49.54754197,106.0605743,,,267.1125615,29.3315116,Complex
high,very high,,43.02856969,-85.09275091,,,2015.132863,160.4914476,-93.02026809,114.4168059,2065.379018,,335.2060127,28.03576794,Complex
medium,very high,very high,5.305398132,91.10876464,,1883.31173,942.9070595,141.0929123,,-226.7941241,3315.521334,,,37.03730621,Intermediate
very low,very low,very low,61.227,5.5,163.65,,812.253655,279.2488337,,65.5,8063.5,163.65,157.8587977,,Simple
high,high,very high,108.5325746,,57.55726265,2020.696225,939.3436882,236.7916571,257.9709508,,6852.792542,,93.22074101,-192.205159,Complex
,high,very high,,91.33378146,66.17748791,19423.09713,677.2833386,149.5586536,-193.9872972,106.9549998,12740.15776,-59.83561098,,,Intermediate
,very low,,78.60867966,,,,,188.7802956,96.88886072,293.3830024,,-216.8051127,,,Simple
medium,very high,very high,,54.48948178,194.1938824,994.9672576,951.0878681,135.7919179,,327.5054062,3760.429107,-119.3917733,78.61591758,,Complex
very low,very low,low,282.0017631,32.125,218.9605109,6136.25,683.3246563,,,90.33333333,,96.1875,95.0142206,,Simple
very high,very high,high,,45.82505458,,1627.490548,926.5234881,143.6941446,65.86119208,109.1847704,7741.102865,,37.90431651,23.81009573,Complex
high,high,very high,-114.5498837,31.26952217,,,968.949521,338.9850956,282.6365802,96.74053967,,93.50887963,412.2845624,51.47357584,Intermediate
,low,,6.092432432,-202.5823787,106.85,2042.081081,837.5967492,126.759615,,39.76,13359.57945,99.58108108,,37,Simple
low,,,37.96595,16.95,110.3,1475.25,743.5248048,,120.2585563,50.66666667,10341.84263,132.61,,-187.6996837,Simple
very high,high,,3.854075479,506.0508248,248.8932607,,1849.043445,129.14405,,,4013.895848,,,49.97069611,Intermediate
very low,very low,very low,,7.2,50.5,-4282.024953,1931.953837,256.6018608,155.8969069,,1847.5,-187.5286399,49.89368777,-190.3655279,Simple
high,high,high,30.02733413,,61.88056772,,941.7028263,376.6033495,,97.26367497,4096.317919,,74.84626939,54.56251616,Complex
medium,very low,low,20.754825,295.043428,,2828.2,633.4096323,,,,-5297.491007,56.105,53.40327475,81.55,Simple
medium,,medium,,62.35913034,337.7962232,1187.932849,2033.494564,230.826212,,486.6316022,3159.721031,423.1252175,225.0723468,-154.3507265,Intermediate
high,high,,25.00782174,60.61862086,380.8867327,1083.645217,947.0617251,152.0577707,62.90914655,483.9631404,,105.575071,226.8140268,,Intermediate
,medium,very high,-170.3024151,93.82345425,66.60837045,2845.382511,,158.8130152,-165.807909,215.7663424,-3029.289361,105.3219639,,35.687938,Complex
high,very high,medium,13.59273752,,295.9458476,-15920.77692,927.8314481,146.6698056,,116.2346813,4189.327428,98.49368536,225.5177022,26.64422502,Complex
very low,low,,102.820106,-398.2658976,56.22936175,2815.003923,944.7442072,146.8711923,134.9642463,73.13943232,1045.505267,48.86928465,107.2630142,99.08195152,Simple
high,very high,,14.13005319,91.17094888,66.244,2041.775711,937.9144022,331.6373156,,,3207.256758,410.148326,85.5741028,25.68389058,Intermediate
medium,very low,,,34.52,77.06666667,,,218.4966097,,138.6666667,-2944.936521,,57.26557557,-62.23193508,Simple
,,very high,,58.24218328,90.35439391,-15415.85065,1499.352547,135.2029713,-215.1654496,341.3475347,3894.606738,-43.69824731,309.9434951,51.07645013,Complex
,very low,low,,14.37424704,49.23333333,3559.194869,638.1156559,152.332605,59.37485931,53.33333333,-7743.5265,334.0443577,,228.2357207,Simple
,very high,high,,519.524285,59.54460528,,944.156434,138.4049248,,,-9191.19263,,,,Intermediate
,medium,high,-130.8522244,133.6377057,296.1630465,-7277.977025,1853.760276,,70.60663341,,,,34.30347263,54.06672121,Complex
,medium,very high,16.50486043,133.509178,,,693.2278068,354.2342838,78.07060589,,,,45.30087539,,Complex
,,medium,25.19218667,53.31915733,271.9529228,-11261.82676,945.3713955,133.4253112,59.50608142,,4004.273231,,,16.26666667,Intermediate
,,low,,,,23909.18618,,181.3093415,123.4882251,-278.7890721,4436.086864,,,,Simple
very low,low,high,,77.23991788,217.5107237,2666.869685,787.2929085,370.1514805,304.3062984,84.29019387,10788.39179,108.3910281,86.02764923,,Intermediate
very low,very low,very low,115.2962087,8.572559556,390.3719405,,,370.2658573,111.1944274,211.6114543,151.7597973,134.2910543,,12.31857499,Simple
,medium,,,338.9726521,64.75,,1002.93513,,,,6011.45505,,,68.51067323,Simple
,low,,-61.91210729,23.69230769,39.85,1513.769231,1348.017932,335.1133976,43.49213808,,19728.84991,29.99230769,29.53717552,200.6085266,Simple
,low,,32.51286298,,58.22437679,2484.856072,1394.106791,201.9759325,358.0979728,65.85280879,3983.548283,62.37953998,48.73600038,106.8259534,Intermediate
,,,14.70578193,,204.8479169,,943.5593897,377.3660236,-102.2621465,-119.6867368,15210.19806,111.520039,,40.09282463,Intermediate
very low,,very low,,112.50501,371.0656811,19490.11162,,,,-55.86084605,-3182.175664,,101.2176601,166.757515,Simple
very high,low,very high,126.3477016,-363.2581566,62.96772093,,1986.898028,152.1222044,66.53337296,100.5397642,,58.99779638,42.78682394,-116.2696081,Complex
very high,high,,12.38321,106.6524907,,2388.5712,944.2691657,139.0005138,59.35667247,-293.1744947,,112.1066667,91.43115379,,Intermediate
low,very low,very low,253.9156171,,,,1727.131084,207.3106049,-128.148873,,3463.420651,52.27766755,,92.85091724,Simple
medium,high,very high,,55.22537728,28.69050783,1527.45448,,,57.99403621,158.4285511,,382.861523,52.93726434,51.04391472,Intermediate
medium,low,,55.28539933,,,,,132.0875944,-208.7860048,109.0481709,4654.493588,242.8234712,,,Complex
high,very high,high,20.87817041,88.60107231,70.59,1984.215154,1462.351758,,50.69778432,,2922.930908,,395.2958371,,Intermediate
,low,very low,,6.862126807,156.6008119,1823.752591,978.104616,162.6210471,-86.53938259,86.62049178,3446.328495,-242.6724995,149.5491292,190.2890135,Simple
very high,,very high,,121.6097289,,3515.69184,,162.1860876,,110.2971432,,,48.3422593,61.28061952,Intermediate
,high,,9.287529412,322.9584798,,,1573.538332,150.4444523,278.3502078,96.67109667,4035.729044,110.8035294,321.3250845,331.2194733,Complex
,very low,very low,60.55189637,,,6657.429271,,,61.60826143,408.6967551,2823.928036,,,153.4362678,Simple
low,very low,low,93.0004401,22.103068,63.21820798,,,160.5396316,,,,39.17638743,69.18597696,88.16498323,Simple
,,,-67.39344954,57.87934842,70.82166667,1296.014789,957.4586141,351.9396612,,,-2387.290528,108.5757368,82.60912034,378.9368491,Complex
,,very low,54.71663464,20.04661583,,552.1575015,1439.675663,144.1769746,,37,2891.5,,130.1044727,,Simple
,,medium,15.00808097,,56.68794664,1642.800801,1763.743868,,-43.57347135,119.7863082,4990.397763,-120.2937067,,28.813006,Complex
very low,high,high,,508.3239254,,,1690.47031,90.86749468,-230.2861105,4.251856,12826.72014,156.64,,,Intermediate
very high,,medium,21.96587275,,61.79445988,5507.977236,,,67.21073413,98.2256643,,-180.4745493,,,Intermediate
,,,,49.45475152,73.33259657,2048.653022,1578.682561,135.7242389,39.57686133,93.1989057,3464.130226,-204.8103808,312.9803851,,Complex
,high,very high,25.85370176,,400.2479005,2270.125179,981.8448342,,224.9970807,352.6670681,4816.506927,291.8129952,,29.81590256,Complex
very high,,,4.562928266,,286.1999225,4214.68276,1781.743513,,-208.3852329,100.7923952,6003.974168,64.36847339,,73.32998326,Complex
very high,high,medium,3.150289134,,179.79884,2696.040993,1980.676099,159.0408023,66.28563196,112.4476871,2278.163245,108.895935,,242.3515598,Intermediate
,high,,14.53428404,-163.7164456,261.4068495,2102.528277,932.1380694,139.0005138,,108.756645,,260.9785181,85.79956944,,Intermediate
very low,very low,very low,,28.64314521,,4564.377054,,,121.6370975,47.83668356,-191.8904608,,70.5988192,157.3900584,Simple
medium,low,very high,32.90426435,-79.13047829,66.46300019,,1637.490184,,,217.9070891,4046.90387,-50.10870222,44.56100739,,Complex
,,very low,,365.545895,,-18375.44097,714.4752761,,139.7553322,114.1096043,,22.0412339,186.8094857,179.2085071,Simple
,high,,8.185571429,68.55624,297.8100562,1535.183429,,,67.63969127,113.205316,4463.145229,111,,23.65714286,Intermediate
medium,very high,low,16.67229,-76.9550591,108.254,,1457.127606,120.1780948,,,4468.145982,109.3975,,371.2355882,Intermediate
high,,high,,101.5679447,,2663.620463,,151.8142128,91.59412957,,3850.311152,,,34.32663291,Intermediate
low,low,very low,9.379487153,26.79864686,,,869.0895731,100.8468355,182.870092,,,,,,Simple
very high,medium,high,279.6658553,112.212023,,2908.537522,2037.228084,147.2722241,,,,59.74701939,58.56549703,32.10363846,Complex
very low,,very low,,13.11,142.05,1471.75,861.9082936,286.3212318,85.64979723,,,169.275,,27.75,Simple
very low,very low,very low,-153.7134999,22.99036497,59.57741606,16669.31208,1459.7368,185.0366224,65.04001275,72.75043643,3133.852924,30.48588155,,-182.1772193,Simple
high,very high,high,,-245.2901983,188.8516367,2467.752453,779.300795,170.383898,63.42000175,,,108.1666528,88.5917784,50.17534605,Intermediate
medium,high,high,31.04272576,35.02053395,82.626,,1575.388395,333.0981399,76.87736531,92.005316,,110.7350004,86.09530909,,Intermediate
,medium,medium,-96.95482838,19.74923825,,1968.45336,,342.923214,,,,,57.59576254,60.595,Intermediate
high,high,,7.112647059,,60.64,,929.9190508,132.0926943,279.9092587,132.805316,3222.19009,99.61176471,57.45764683,17.76470588,Intermediate
low,,very high,,415.1478857,271.7146964,1889.74202,936.4040814,266.3524096,15.84518023,27.48868,2912.527062,204.8039598,,31.67735346,Complex
very high,high,low,15.9555,99.98671,,,1933.002139,138.0090537,213.5158247,,-9941.264237,,243.2374766,43.325,Intermediate
,,,30.18483333,46.24222222,364.1493912,3020.555556,832.7920188,120.1683304,277.0169638,58.30125,3460.40731,124.7666667,,175.8462396,Intermediate
very high,medium,,23.86697349,129.0289266,67.97102475,17525.48777,706.9059905,,,112.3446225,3952.919705,50.66082837,47.59333939,59.39825351,Complex
very high,very high,high,13.24664696,,243.0747608,2066.962149,1438.132505,159.4815725,69.17003065,,,,87.55799484,276.5222682,Complex
,very high,high,16.31254193,106.9497647,72.01640856,3577.124954,,138.8619263,,,17550.07616,320.9810917,,,Intermediate
medium,,,120.1162306,76.79378774,207.1382546,5295.572062,798.7287479,233.4615071,,307.2620826,-12818.27805,-148.5429859,41.2009903,54.47298605,Simple
medium,,low,-214.6727596,56.80292852,103.9666667,,941.7893136,110.7170784,,278.5584714,3740.622989,112.8693182,,34.80113636,Simple
very low,,very low,111.966165,22.47540984,,47.26229508,,144.1769746,-93.80743725,37,-3487.370754,-160.2687584,124.8778262,22.47540984,Simple
very low,,,-63.25833864,9.203848999,53.89390786,-14732.31435,601.0917622,206.50483,135.9201649,133.0598508,283.261164,45.16070637,,117.5169673,Simple
,very low,low,-188.0025664,30.90067814,66.41676318,,688.5300859,189.3922942,109.9287076,,-8390.74587,,,,Simple
very high,high,,8.894290975,,76.07128137,16872.27685,,152.3044026,-198.994615,96.14215155,3200.805721,275.8079389,397.0240016,26.91327621,Complex
high,medium,,29.77553018,88.88593556,,1990.952333,683.7867892,,,71.86094,,,46.89751588,43.33333333,Complex
,very high,,233.8929281,151.2738821,60.31109853,16955.22534,1731.679991,145.9666523,-83.84851382,100.7402331,-1991.44771,104.310578,392.0010455,312.2708404,Complex
very high,high,very high,3.124965397,95.06540288,56.54194326,2331.836458,,,,,2890.910364,237.1272915,90.64373208,38.70723418,Intermediate
low,medium,high,32.323655,-266.6506949,88.24,11118.55336,846.6281455,124.5419211,70.86654105,58.405316,7530.268125,,392.5302689,,Intermediate
very low,,,25.51892525,39.87692892,141.6056384,-6270.753738,955.4270188,155.7258262,-151.1092159,24.49776055,,191.4783152,136.8861791,37.35119348,Simple
very high,medium,high,5.384512568,-381.7888207,64.31115686,,,,-157.3793464,,3036.264647,110.8857841,409.8598039,,Complex
very low,,very low,78.232,490.2604782,254.8208137,16939.51586,832.7229046,152.7907065,52.26996609,-156.1479506,,,,84.5,Simple
,,very low,252.9986726,,29.17106495,,649.0171717,375.9150268,,-282.0913628,798.404607,50.66574817,,267.7753799,Simple
,high,medium,20.86948462,90.44722615,,2025.569,937.6403279,,,102.805316,,108.6952308,85.76728347,38.20307692,Intermediate
very low,very low,very low,111.70416,62.53,,,,150.3994681,116.7477828,,,,104.7167695,135.97,Simple
,high,medium,32.53693425,122.2705358,,2823.511869,707.3369841,,60.02041625,,,107.2835609,388.2937712,,Simple
low,low,low,119.3489482,,,,1125.882706,143.6145026,21.89259313,-92.78065098,312.1437906,374.3297665,146.9906487,47.8769684,Simple
,high,very high,6.194307202,73.08158626,61.24776343,1914.84438,,138.8651262,58.3189519,485.0596891,,,87.9354846,179.9624431,Intermediate
,,low,,12.72067633,111.2,2145.316425,,158.4330108,100.6291974,296.1367231,1553.015203,149.9565217,133.7138921,37.09178744,Simple
very high,,high,12.62079261,-78.87087673,,2038.16275,951.7791232,251.3712665,,93.07991362,4157.897408,107.3374798,,37.79140738,Complex
,,high,24.13957923,,59.46423895,,722.2669876,,46.63203202,111.2627874,-4643.898555,377.363859,,,Complex
low,low,,,29.53333333,184.8210251,,770.4220109,133.619456,46.60751211,,3362.018168,81.71666667,188.2718857,38.81666667,Intermediate
,high,high,14.25711395,-283.21828,268.4323611,,,162.4614882,63.59067418,103.3047549,3152.478555,,100.9922227,39.5835782,Complex
,high,very high,2.0230493,-180.8267368,,1232.610819,949.6677575,237.3395987,,134.6940637,,-210.0082848,193.9938215,-101.0741304,Complex
,very low,,46.47622964,267.8120954,73.73645325,19741.62615,,306.3090833,-106.5535635,,-11140.23917,73.73645325,,,Simple
very low,,high,,108.9576818,219.7878025,,713.4248092,147.0733695,,,4238.474141,,338.2113511,-196.8188846,Intermediate
very high,,high,,,,2399.573432,713.4057809,,,211.3590034,3915.070076,52.57463651,72.98364667,385.9616054,Intermediate
,high,high,,-241.4496035,62.005,1183.5105,935.5343047,226.0022569,70.84609544,285.2215322,4331.625337,350.551025,201.2363367,,Complex
high,,very high,22.35791629,52.1303396,225.5292873,2285.491702,,146.9015443,-66.6789158,458.7962514,-8693.444111,106.2976131,80.80658671,28.63851847,Complex
very low,very high,,32.54324175,311.295316,139.8882122,2460.373722,,242.7076842,247.319931,470.8655561,3773.563066,209.7273469,104.1516248,44.69553965,Simple
,,high,,,,,,134.5642741,-85.13080162,,,,305.3462172,22.98812546,Complex
very high,very high,,11.9165245,-259.2812006,360.1138138,2542.451585,956.7541632,132.1001824,58.18525513,216.350874,,105.8938581,106.7461836,31.00341042,Intermediate
medium,high,low,-114.0209615,,,,776.3414753,,22.81183632,18.12351211,9521.751267,92.23244557,281.1677218,,Intermediate
